Manufacturer,Category,Leather interior,Fuel type,Engine volume,Mileage(in km),Cylinders,Gear box type,Drive wheels,Doors,Wheel,Color,Airbags,Price
HYUNDAI,Coupe,1,Petrol,2,13,4,Automatic,Front,4-doors,Left wheel,Black,4,1305963
NISSAN,Jeep,2,Petrol,3.3,16,6,Automatic,4x4,4-doors,Left wheel,Black,2,243
MITSUBISHI,Jeep,2,CNG,3,27,6,Automatic,Rear,4-doors,Left wheel,Black,4,762048
HYUNDAI,Hatchback,1,Diesel,1.6,22,4,Automatic,Front,4-doors,Left wheel,Silver,4,965277
AUDI,Hatchback,1,Petrol,3,11,6,Automatic,4x4,4-doors,Left wheel,Grey,0,774765
MITSUBISHI,Jeep,2,Petrol,3.5,21,4,Automatic,4x4,4-doors,Right-hand drive,Silver,2,762048
FORD,Sedan,1,Hybrid,2,17,4,Tiptronic,Front,4-doors,Left wheel,Black,12,1447956
MERCEDES-BENZ,Sedan,1,Diesel,3.5,12,6,Automatic,4x4,4-doors,Left wheel,Black,12,114291
CHEVROLET,Sedan,1,Petrol,1.4,6,4,Automatic,Rear,4-doors,Left wheel,Black,8,1092285
MERCEDES-BENZ,Jeep,1,Petrol,3.5,9,6,Automatic,Rear,4-doors,Left wheel,White,12,304803
HYUNDAI,Sedan,1,Diesel,1.6,19,4,Automatic,Front,4-doors,Left wheel,White,4,1608984
BMW,Jeep,1,Petrol,3,13,6,Tiptronic,4x4,4-doors,Right-hand drive,Black,4,1219293
VOLKSWAGEN,Sedan,1,Diesel,2,16,4,Manual,Front,4-doors,Left wheel,White,12,1215000
TOYOTA,Minivan,2,CNG,2.4,27,4,Automatic,Front,4-doors,Right-hand drive,Black,4,609687
NISSAN,Sedan,1,Petrol,1.5,22,4,Variator,Front,4-doors,Right-hand drive,White,3,622323
MINI,Sedan,1,Petrol,1.6,11,4,Tiptronic,Front,4-doors,Left wheel,Red,6,1574964
TOYOTA,Sedan,2,Petrol,1.8,21,4,Automatic,Front,4-doors,Left wheel,White,10,1270161
HYUNDAI,Minivan,1,Diesel,2.5,17,4,Automatic,Front,4-doors,Left wheel,Silver,4,1105002
TOYOTA,Sedan,1,Petrol,3.5,12,6,Automatic,Front,4-doors,Left wheel,Grey,12,57186
HYUNDAI,Sedan,2,Petrol,1.8,6,4,Automatic,Front,4-doors,Left wheel,Black,0,1397169
MERCEDES-BENZ,Hatchback,1,Petrol,1.9,9,4,Tiptronic,Front,4-doors,Right-hand drive,Black,4,2025
FORD,Sedan,2,Petrol,2,19,4,Automatic,Front,4-doors,Left wheel,White,8,939924
HYUNDAI,Minivan,1,Diesel,2.5,13,4,Automatic,Front,4-doors,Left wheel,White,4,863703
MERCEDES-BENZ,Cabriolet,2,Petrol,2.3,16,4,Automatic,Rear,2-doors,Left wheel,White,4,1066932
CHEVROLET,Sedan,1,Petrol,2,27,4,Automatic,Front,4-doors,Left wheel,Black,4,1642518
NISSAN,Jeep,2,Petrol,2.5,22,4,Variator,Front,4-doors,Left wheel,Black,8,1244727
HYUNDAI,Sedan,1,Diesel,1.6,11,4,Automatic,Front,4-doors,Left wheel,White,4,2031723
NISSAN,Hatchback,2,Petrol,1.2,21,4,Automatic,Front,4-doors,Left wheel,Yellow,2,445500
MERCEDES-BENZ,Sedan,1,Diesel,3,17,6,Automatic,Rear,4-doors,Left wheel,Black,12,196830
MERCEDES-BENZ,Minivan,1,Diesel,2.2,12,4,Tiptronic,Rear,4-doors,Left wheel,Black,8,3124494
HYUNDAI,Jeep,1,Diesel,2,6,4,Automatic,Front,4-doors,Left wheel,Silver,4,1257444
HYUNDAI,Minivan,1,Diesel,2.5,9,4,Automatic,Front,4-doors,Left wheel,Silver,4,2803167
HYUNDAI,Sedan,1,Hybrid,1.6,19,4,Variator,Front,4-doors,Left wheel,White,8,1524177
TOYOTA,Hatchback,2,Hybrid,1.8,13,4,Automatic,Front,4-doors,Left wheel,Silver,12,1143153
TOYOTA,Sedan,2,Hybrid,1.5,16,4,Automatic,Front,4-doors,Right-hand drive,White,2,850986
NISSAN,Jeep,1,Petrol,1.6,27,4,Automatic,4x4,4-doors,Left wheel,White,0,38070
BMW,Sedan,1,Petrol,2,22,4,Automatic,Rear,4-doors,Left wheel,Black,12,1473309
AUDI,Sedan,1,Petrol,2,11,4,Automatic,4x4,4-doors,Left wheel,Black,12,1066932
SUBARU,Jeep,1,Petrol,2,21,4,Automatic,4x4,4-doors,Left wheel,White,0,25434
AUDI,Jeep,1,Petrol,2,17,4,Automatic,4x4,4-doors,Left wheel,Black,0,1320948
HYUNDAI,Jeep,1,Diesel,2,12,4,Automatic,Front,4-doors,Left wheel,Black,4,3609198
HYUNDAI,Sedan,2,Petrol,1.6,6,4,Tiptronic,Front,4-doors,Left wheel,White,6,1727406
HYUNDAI,Sedan,1,Petrol,1.6,9,4,Automatic,Front,4-doors,Left wheel,White,4,2478276
NISSAN,Sedan,1,Petrol,4,19,6,Automatic,Rear,4-doors,Left wheel,Red,12,584253
HYUNDAI,Sedan,1,Petrol,1.6,13,4,Automatic,Front,4-doors,Left wheel,Blue,4,2287521
LEXUS,Jeep,1,Hybrid,3.5,16,6,Automatic,Front,4-doors,Left wheel,White,12,82539
HYUNDAI,Sedan,1,CNG,3,27,4,Automatic,Front,4-doors,Left wheel,Black,4,1168506
SUBARU,Hatchback,2,Petrol,0.7,22,3,Automatic,Front,4-doors,Right-hand drive,Silver,0,558819
HONDA,Jeep,1,Petrol,2.4,11,4,Automatic,4x4,4-doors,Left wheel,Silver,12,673191
MERCEDES-BENZ,Sedan,1,Diesel,3.5,21,6,Automatic,4x4,4-doors,Left wheel,Black,12,50787
BMW,Jeep,1,Petrol,3,17,6,Tiptronic,4x4,4-doors,Left wheel,Black,6,1092285
HYUNDAI,Jeep,1,Diesel,2,12,4,Automatic,Front,4-doors,Left wheel,White,4,3114045
NISSAN,Hatchback,2,Petrol,1.5,6,4,Automatic,Front,4-doors,Right-hand drive,Silver,0,787482
MINI,Hatchback,1,Petrol,1.6,9,4,Automatic,Front,4-doors,Left wheel,Brown,12,12717
TOYOTA,Hatchback,2,Hybrid,1.5,19,4,Automatic,Front,4-doors,Right-hand drive,Sky blue,8,787482
TOYOTA,Jeep,2,Petrol,2.5,13,4,Tiptronic,4x4,4-doors,Left wheel,White,8,3556305
HYUNDAI,Sedan,1,Diesel,1.6,16,4,Automatic,Front,4-doors,Left wheel,Black,4,2215836
CHEVROLET,Sedan,1,Petrol,1.8,27,4,Automatic,Front,4-doors,Left wheel,Grey,4,1229013
TOYOTA,Sedan,1,Hybrid,2.5,22,4,Automatic,Front,4-doors,Left wheel,Black,12,2032209
NISSAN,Jeep,1,Petrol,1.6,11,4,Automatic,4x4,4-doors,Left wheel,Red,0,1168506
FORD,Hatchback,2,Petrol,2,21,4,Tiptronic,Front,4-doors,Left wheel,White,8,1270161
BMW,Sedan,2,Petrol,2,17,4,Tiptronic,Rear,4-doors,Left wheel,Red,6,965277
TOYOTA,Hatchback,1,Petrol,1.5,12,4,Automatic,Front,4-doors,Left wheel,Black,4,2079189
MERCEDES-BENZ,Sedan,1,Diesel,3.5,6,6,Automatic,4x4,4-doors,Left wheel,Silver,12,25434
CHEVROLET,Jeep,1,Hybrid,1.4,9,4,Automatic,Front,4-doors,Left wheel,Black,0,69822
HONDA,Jeep,1,Petrol,1.8,19,4,Automatic,4x4,4-doors,Left wheel,White,12,774765
FORD,Sedan,1,Hybrid,2,13,4,Automatic,Front,4-doors,Left wheel,White,0,25434
CHEVROLET,Sedan,2,Petrol,1.4,16,4,Tiptronic,Front,4-doors,Left wheel,Sky blue,6,1193940
TOYOTA,Sedan,1,Hybrid,1.8,27,12,Tiptronic,Front,4-doors,Left wheel,Black,12,647757
DODGE,Sedan,1,Petrol,1.4,22,4,Manual,Front,4-doors,Left wheel,Black,12,1320948
HYUNDAI,Jeep,1,Diesel,2,11,4,Automatic,Front,4-doors,Left wheel,Grey,4,3043980
MERCEDES-BENZ,Sedan,1,Petrol,3.5,21,6,Automatic,Rear,4-doors,Left wheel,Black,0,2540241
TOYOTA,Hatchback,1,Hybrid,1.8,17,4,Automatic,Front,4-doors,Left wheel,Black,12,520749
HYUNDAI,Sedan,1,Petrol,2,12,4,Automatic,Front,4-doors,Left wheel,Black,4,3431889
HYUNDAI,Sedan,1,CNG,2,6,4,Automatic,Front,4-doors,Left wheel,Silver,4,1270161
VOLKSWAGEN,Sedan,2,Petrol,2,9,4,Tiptronic,Front,4-doors,Left wheel,Black,8,1320948
MAZDA,Sedan,1,Petrol,2.5,19,4,Automatic,4x4,4-doors,Left wheel,Red,12,266733
NISSAN,Pickup,1,Petrol,2.5,13,12,Automatic,4x4,5 or more,Left wheel,Black,12,2430000
VOLKSWAGEN,Sedan,2,Petrol,1.6,16,4,Manual,Front,4-doors,Left wheel,White,4,431811
CHRYSLER,Sedan,1,Petrol,3.6,27,6,Automatic,Rear,4-doors,Left wheel,Black,12,266733
HYUNDAI,Jeep,1,Diesel,2,22,4,Automatic,Front,4-doors,Left wheel,Silver,4,2584953
HONDA,Coupe,1,Petrol,1.5,11,4,Automatic,Front,4-doors,Left wheel,Black,12,209547
TOYOTA,Sedan,1,Petrol,1.8,21,4,Automatic,Front,4-doors,Left wheel,Black,8,1600317
VOLKSWAGEN,Sedan,1,Petrol,2.5,17,5,Tiptronic,Front,4-doors,Left wheel,Silver,10,1270161
LEXUS,Jeep,1,Petrol,4.6,12,8,Automatic,4x4,4-doors,Left wheel,Black,0,1041498
TOYOTA,Sedan,1,Hybrid,3.3,6,6,Automatic,4x4,4-doors,Left wheel,White,12,393741
NISSAN,Sedan,2,Petrol,1.2,9,4,Automatic,Front,4-doors,Left wheel,Golden,0,477900
TOYOTA,Hatchback,1,Petrol,1.5,19,4,Automatic,Front,4-doors,Left wheel,Green,4,4619430
TOYOTA,Hatchback,1,Hybrid,1.5,13,4,Automatic,Front,4-doors,Left wheel,Blue,4,1134729
CHEVROLET,Sedan,1,Diesel,2,16,4,Tiptronic,Front,4-doors,Left wheel,Black,10,1143153
HYUNDAI,Jeep,1,Diesel,1.7,27,4,Automatic,Front,4-doors,Left wheel,White,4,2856789
JAGUAR,Sedan,1,Diesel,2.2,22,4,Automatic,Front,4-doors,Left wheel,White,4,4074057
HYUNDAI,Universal,1,Diesel,2.5,11,4,Automatic,Front,4-doors,Left wheel,Yellow,4,1568889
TOYOTA,Jeep,1,Petrol,2,21,4,Automatic,Front,4-doors,Left wheel,Grey,12,177795
CHEVROLET,Sedan,2,Petrol,1.4,17,4,Automatic,Front,4-doors,Left wheel,Black,0,1016064
MERCEDES-BENZ,Sedan,2,Petrol,1.8,12,4,Automatic,Rear,4-doors,Left wheel,Black,4,388800
CHEVROLET,Sedan,2,Petrol,1.4,6,4,Automatic,Front,4-doors,Left wheel,Silver,8,1193940
HYUNDAI,Sedan,1,Petrol,2,9,4,Automatic,Front,4-doors,Left wheel,Black,4,3934575
HYUNDAI,Sedan,1,Petrol,2,19,4,Automatic,Front,4-doors,Left wheel,White,4,762858
HYUNDAI,Jeep,1,Diesel,2,13,4,Automatic,Front,4-doors,Left wheel,Silver,4,1244727
TOYOTA,Hatchback,2,Hybrid,1.8,16,4,Variator,Front,2-doors,Left wheel,White,12,571536
TOYOTA,Hatchback,1,Hybrid,1.5,27,4,Variator,Front,4-doors,Left wheel,White,8,1397169
AUDI,Sedan,1,Petrol,1.8,22,4,Tiptronic,4x4,4-doors,Left wheel,Grey,6,753300
LEXUS,Sedan,1,Petrol,2,11,4,Tiptronic,Rear,4-doors,Left wheel,White,6,5588514
MERCEDES-BENZ,Jeep,1,CNG,3.5,21,6,Tiptronic,4x4,4-doors,Left wheel,Grey,12,1778193
HYUNDAI,Sedan,1,Petrol,2,17,4,Automatic,Front,4-doors,Left wheel,White,4,4268376
TOYOTA,Sedan,1,Petrol,1.8,12,4,Automatic,Front,4-doors,Left wheel,Grey,12,234981
FORD,Sedan,1,Hybrid,2,6,4,Automatic,Front,4-doors,Left wheel,White,0,304803
BMW,Sedan,1,Petrol,2.5,9,6,Tiptronic,Rear,4-doors,Right-hand drive,White,12,1016064
BMW,Sedan,1,Petrol,3,19,6,Tiptronic,Rear,4-doors,Left wheel,White,12,1524177
MERCEDES-BENZ,Sedan,1,Diesel,3,13,6,Tiptronic,Rear,4-doors,Left wheel,Black,12,3810402
TOYOTA,Sedan,1,Hybrid,1.8,16,4,Automatic,Front,4-doors,Left wheel,Black,10,1244727
FORD,Sedan,1,Petrol,2,27,4,Tiptronic,Front,4-doors,Left wheel,Silver,0,1673865
CHEVROLET,Sedan,2,Petrol,1.4,22,4,Automatic,Front,4-doors,Left wheel,White,8,1371735
DAEWOO,Sedan,1,Petrol,1.6,11,4,Automatic,Front,4-doors,Left wheel,Silver,4,338580
FORD,Microbus,2,Diesel,2.5,21,4,Manual,Rear,4-doors,Left wheel,White,4,1168506
LAND ROVER,Jeep,1,Petrol,2.5,17,4,Automatic,4x4,4-doors,Left wheel,Green,6,381024
TOYOTA,Sedan,2,Hybrid,1.5,12,4,Automatic,Front,4-doors,Left wheel,Golden,12,838269
HYUNDAI,Sedan,2,Petrol,1.8,6,4,Tiptronic,Front,5 or more,Left wheel,Grey,6,1600317
TOYOTA,Hatchback,2,Hybrid,1.5,9,4,Automatic,Front,4-doors,Left wheel,Black,4,1041498
NISSAN,Sedan,2,Petrol,1.8,19,4,Automatic,Front,4-doors,Left wheel,Silver,6,914490
HYUNDAI,Jeep,1,Diesel,2,13,4,Automatic,Front,4-doors,Left wheel,Black,4,3621591
MERCEDES-BENZ,Sedan,1,Petrol,2.1,16,4,Tiptronic,4x4,4-doors,Left wheel,Black,10,4064418
LEXUS,Jeep,1,Petrol,4.7,27,8,Automatic,4x4,4-doors,Left wheel,Black,0,2489454
LEXUS,Jeep,1,Petrol,4.7,22,8,Automatic,4x4,4-doors,Left wheel,White,0,69822
TOYOTA,Sedan,2,Petrol,1.3,11,4,Automatic,Front,4-doors,Right-hand drive,Black,6,838269
FORD,Sedan,1,Hybrid,2,21,4,Automatic,Front,4-doors,Left wheel,Green,0,215946
CHEVROLET,Sedan,1,Petrol,1,17,4,Automatic,Front,4-doors,Left wheel,White,4,1066932
LEXUS,Jeep,1,Hybrid,3.5,12,6,Automatic,4x4,4-doors,Left wheel,Silver,12,1079568
HONDA,Jeep,1,Petrol,2.4,6,4,Automatic,4x4,4-doors,Left wheel,Brown,12,431811
HYUNDAI,Coupe,1,Petrol,2,9,4,Automatic,Front,4-doors,Left wheel,White,4,1588410
JEEP,Jeep,1,Petrol,2.4,19,4,Automatic,Front,4-doors,Left wheel,Grey,4,2853954
HYUNDAI,Sedan,2,Petrol,2.4,13,4,Automatic,Front,4-doors,Left wheel,Silver,0,1219293
MITSUBISHI,Jeep,2,Diesel,2.5,16,4,Manual,4x4,4-doors,Left wheel,White,2,2667249
LEXUS,Hatchback,1,Hybrid,1.8,27,4,Automatic,Front,4-doors,Left wheel,Carnelian red,10,1727406
HYUNDAI,Sedan,2,Petrol,2.4,22,4,Tiptronic,Front,4-doors,Left wheel,Silver,8,6480
FORD,Sedan,2,Petrol,2.5,11,4,Tiptronic,Front,4-doors,Left wheel,Grey,12,1193940
HYUNDAI,Minivan,1,Diesel,2.5,21,4,Automatic,Front,4-doors,Left wheel,Silver,4,3352347
TOYOTA,Sedan,1,Hybrid,2.5,17,4,Automatic,Front,4-doors,Left wheel,Black,12,20331
FORD,Goods wagon,2,Diesel,1.8,12,4,Manual,Front,4-doors,Left wheel,White,4,635040
SUBARU,Jeep,1,Petrol,2,6,4,Automatic,4x4,4-doors,Left wheel,Black,0,1574964
MERCEDES-BENZ,Sedan,1,Diesel,3.5,9,6,Automatic,4x4,4-doors,Left wheel,Black,12,38070
SUBARU,Jeep,2,Petrol,2.5,19,4,Tiptronic,4x4,4-doors,Left wheel,Grey,6,1143153
BMW,Jeep,1,Diesel,3,13,6,Automatic,4x4,4-doors,Left wheel,Black,0,812916
FORD,Goods wagon,2,Diesel,2.2,16,4,Manual,Front,4-doors,Left wheel,White,2,1232010
TOYOTA,Sedan,2,Hybrid,1.8,27,4,Automatic,Front,4-doors,Left wheel,Black,8,1346301
TOYOTA,Hatchback,1,Hybrid,1.5,22,4,Automatic,Front,4-doors,Left wheel,Brown,8,863703
TOYOTA,Hatchback,1,Hybrid,1.5,11,4,Variator,Front,4-doors,Right-hand drive,Red,8,1066932
HONDA,Jeep,2,Petrol,2,21,4,Automatic,4x4,4-doors,Right-hand drive,Silver,6,635040
OPEL,Hatchback,2,Diesel,1.3,17,4,Manual,Front,4-doors,Left wheel,Green,8,762048
TOYOTA,Jeep,2,Petrol,2.5,12,4,Automatic,4x4,4-doors,Left wheel,Black,4,4445442
NISSAN,Minivan,2,Petrol,3.5,6,6,Tiptronic,Rear,4-doors,Right-hand drive,Beige,12,1016064
NISSAN,Jeep,1,Petrol,2.5,9,4,Automatic,4x4,4-doors,Left wheel,Silver,12,69822
NISSAN,Hatchback,1,Petrol,1.5,19,4,Variator,Front,4-doors,Right-hand drive,Silver,4,685827
HYUNDAI,Jeep,1,Diesel,1.7,13,4,Automatic,Front,4-doors,Left wheel,Black,4,4739067
TOYOTA,Hatchback,1,Petrol,1.5,16,4,Automatic,Front,4-doors,Left wheel,Black,4,4318677
MERCEDES-BENZ,Sedan,1,Diesel,3.5,27,6,Automatic,4x4,4-doors,Left wheel,Black,12,133326
TOYOTA,Hatchback,1,Hybrid,1.5,22,4,Automatic,Front,4-doors,Left wheel,Red,12,266733
HYUNDAI,Sedan,1,Petrol,2,11,4,Automatic,Front,4-doors,Left wheel,Black,4,3481947
TOYOTA,Sedan,1,Hybrid,2.5,21,4,Automatic,Front,4-doors,Left wheel,Grey,12,57186
TOYOTA,Hatchback,1,Hybrid,1.8,17,4,Automatic,Front,4-doors,Left wheel,Grey,8,1447956
CHEVROLET,Sedan,2,Petrol,1.5,12,4,Tiptronic,Front,4-doors,Left wheel,White,12,1981422
TOYOTA,Sedan,1,Hybrid,2.5,6,4,Automatic,Front,4-doors,Left wheel,Black,12,20331
HONDA,Hatchback,2,Petrol,1.5,9,4,Manual,Front,4-doors,Right-hand drive,White,2,787482
HYUNDAI,Sedan,1,Petrol,1.6,19,4,Automatic,Front,4-doors,Left wheel,White,4,1641546
KIA,Jeep,2,Petrol,2.4,13,4,Manual,4x4,4-doors,Left wheel,Grey,2,635040
HYUNDAI,Sedan,1,CNG,2,16,4,Automatic,Front,4-doors,Left wheel,Orange,4,812916
MITSUBISHI,Jeep,2,Petrol,2,27,4,Automatic,4x4,4-doors,Left wheel,White,2,711261
MAZDA,Jeep,1,Petrol,2.3,22,4,Automatic,4x4,4-doors,Left wheel,Black,12,38070
FORD,Goods wagon,2,Diesel,1.8,11,4,Manual,Front,2-doors,Left wheel,White,4,685827
BMW,Sedan,1,Petrol,2,21,4,Automatic,4x4,4-doors,Left wheel,White,12,825552
KIA,Sedan,1,Petrol,2,17,4,Tiptronic,Front,4-doors,Left wheel,Black,0,1053000
TOYOTA,Sedan,1,Hybrid,2.5,12,4,Automatic,Front,4-doors,Left wheel,Blue,12,584253
HYUNDAI,Jeep,1,Diesel,1.7,6,4,Automatic,Front,4-doors,Left wheel,Grey,4,2692683
SUBARU,Hatchback,2,CNG,2,9,4,Automatic,4x4,4-doors,Right-hand drive,Silver,8,711261
LEXUS,Jeep,1,Hybrid,3.3,19,6,Automatic,4x4,4-doors,Left wheel,Black,12,2578311
SSANGYONG,Jeep,1,Diesel,2.2,13,4,Automatic,Front,4-doors,Left wheel,Silver,4,3267540
HONDA,Sedan,1,Petrol,2,16,4,Automatic,Front,4-doors,Left wheel,Black,4,4577229
LEXUS,Jeep,1,Petrol,4.7,27,8,Automatic,4x4,4-doors,Left wheel,Black,0,22842
CHEVROLET,Sedan,1,Petrol,2,22,4,Automatic,Front,4-doors,Left wheel,Black,4,1451763
FORD,Hatchback,2,Hybrid,2,11,4,Automatic,Front,4-doors,Left wheel,Grey,6,723978
BMW,Sedan,1,Petrol,3,21,6,Tiptronic,Rear,4-doors,Left wheel,Grey,6,2413233
TOYOTA,Sedan,1,Hybrid,2.5,17,4,Automatic,Front,4-doors,Left wheel,Black,12,279450
TOYOTA,Hatchback,2,Petrol,1,12,3,Automatic,Front,4-doors,Right-hand drive,Yellow,4,533466
MERCEDES-BENZ,Microbus,2,Petrol,3.2,6,6,Manual,Rear,4-doors,Left wheel,White,1,838269
BMW,Coupe,2,Diesel,2,9,4,Manual,Rear,2-doors,Left wheel,Blue,4,863703
TOYOTA,Hatchback,2,Hybrid,1.5,19,4,Variator,Front,4-doors,Right-hand drive,White,2,1232010
LEXUS,Sedan,1,Hybrid,2.5,13,4,Automatic,Front,4-doors,Left wheel,Grey,12,3734181
FORD,Goods wagon,2,Diesel,2.5,16,4,Manual,Rear,4-doors,Left wheel,White,6,1143153
FORD,Sedan,2,Petrol,2,27,4,Automatic,Front,4-doors,Left wheel,Grey,6,787482
KIA,Jeep,1,Diesel,2,22,4,Tiptronic,Front,4-doors,Left wheel,White,5,1168506
HYUNDAI,Sedan,1,CNG,2,11,4,Automatic,Front,4-doors,Left wheel,Orange,4,749412
BMW,Sedan,2,Diesel,2,21,4,Manual,Rear,4-doors,Left wheel,Black,8,812916
TOYOTA,Hatchback,2,Petrol,1.5,17,4,Manual,Front,4-doors,Right-hand drive,Silver,2,889056
HONDA,Jeep,2,Petrol,2.4,12,4,Automatic,4x4,4-doors,Left wheel,Silver,6,1397169
LEXUS,Jeep,1,Hybrid,3.5,6,6,Automatic,Front,4-doors,Left wheel,Grey,12,2819691
MERCEDES-BENZ,Sedan,1,Petrol,2,9,4,Automatic,4x4,4-doors,Left wheel,Black,12,38070
BMW,Coupe,1,Petrol,1.8,19,4,Manual,Rear,2-doors,Left wheel,Black,4,685827
ISUZU,Jeep,2,Petrol,3.2,13,6,Automatic,4x4,4-doors,Left wheel,Carnelian red,6,635040
HYUNDAI,Jeep,1,Diesel,2,16,4,Automatic,Front,4-doors,Left wheel,Black,4,2090610
MITSUBISHI,Jeep,2,Petrol,2,27,4,Automatic,4x4,4-doors,Left wheel,White,0,4860
TOYOTA,Sedan,1,Petrol,1.8,22,4,Automatic,Front,4-doors,Left wheel,Silver,12,419175
TOYOTA,Sedan,1,Hybrid,2.5,11,4,Automatic,Front,4-doors,Left wheel,White,12,254016
HONDA,Sedan,2,CNG,1.3,21,4,Tiptronic,Front,4-doors,Left wheel,White,8,1219293
KIA,Sedan,1,Petrol,2.4,17,4,Automatic,4x4,2-doors,Left wheel,Silver,12,977994
AUDI,Coupe,1,Petrol,3.2,12,6,Tiptronic,4x4,2-doors,Left wheel,Black,6,1981422
VOLKSWAGEN,Sedan,1,Petrol,2,6,4,Manual,Front,4-doors,Left wheel,Black,4,364500
HYUNDAI,Jeep,1,Diesel,2,9,4,Automatic,Front,4-doors,Left wheel,White,4,3278151
HYUNDAI,Sedan,1,CNG,2,19,4,Automatic,Front,4-doors,Left wheel,White,4,762858
BMW,Jeep,1,Petrol,3.5,13,6,Tiptronic,4x4,4-doors,Left wheel,Black,12,2921265
BMW,Jeep,1,Diesel,3,16,6,Automatic,4x4,4-doors,Left wheel,Silver,0,2540241
NISSAN,Sedan,1,Petrol,1.6,27,4,Automatic,4x4,4-doors,Left wheel,White,0,38070
HYUNDAI,Sedan,1,CNG,2,22,4,Automatic,Front,4-doors,Left wheel,Orange,4,749412
NISSAN,Hatchback,1,Petrol,1.6,11,4,Automatic,Front,4-doors,Left wheel,Black,12,254016
HYUNDAI,Sedan,1,CNG,2,21,4,Automatic,Front,4-doors,Left wheel,Silver,4,812916
HONDA,Hatchback,2,Petrol,1.5,17,4,Automatic,Front,4-doors,Left wheel,Blue,0,1155789
AUDI,Sedan,1,Petrol,2,12,4,Automatic,4x4,4-doors,Left wheel,Blue,0,406458
TOYOTA,Sedan,1,Petrol,2.5,6,4,Automatic,Front,4-doors,Left wheel,White,8,1587681
FORD,Sedan,1,Petrol,1.5,9,4,Automatic,Front,4-doors,Left wheel,Black,12,381024
HONDA,Jeep,2,Petrol,2.4,19,4,Tiptronic,4x4,4-doors,Left wheel,Grey,8,1447956
CHEVROLET,Sedan,1,Petrol,1.8,13,4,Automatic,Front,4-doors,Left wheel,Black,4,1358046
HONDA,Hatchback,2,Petrol,1.3,16,4,Automatic,Front,4-doors,Right-hand drive,Silver,4,2430
TOYOTA,Sedan,1,Hybrid,2.5,27,4,Automatic,Front,4-doors,Left wheel,Black,12,2489454
DAEWOO,Sedan,1,Petrol,1.6,22,4,Automatic,Front,4-doors,Left wheel,White,4,571536
MERCEDES-BENZ,Sedan,1,Diesel,3.5,11,6,Automatic,Rear,4-doors,Left wheel,Black,12,406458
HYUNDAI,Jeep,1,Diesel,2,21,4,Automatic,Front,4-doors,Left wheel,White,4,4411098
TOYOTA,Minivan,1,Hybrid,1.8,17,4,Variator,Front,4-doors,Left wheel,White,10,1905201
TOYOTA,Sedan,1,Petrol,2.5,12,4,Automatic,Front,4-doors,Left wheel,White,12,3226149
KIA,Minivan,1,Diesel,2.2,6,4,Automatic,Front,4-doors,Left wheel,White,4,1013553
HONDA,Minivan,2,Petrol,2,9,4,Automatic,Front,2-doors,Right-hand drive,White,2,762048
TOYOTA,Jeep,1,Petrol,5.7,19,8,Automatic,Rear,4-doors,Left wheel,Grey,12,914490
CHEVROLET,Sedan,2,Petrol,1.4,13,4,Manual,Front,4-doors,Left wheel,White,10,1397169
TOYOTA,Hatchback,2,Hybrid,1.5,16,4,Automatic,Front,4-doors,Right-hand drive,Silver,0,1219293
OPEL,Sedan,2,CNG,1.6,27,4,Automatic,Front,4-doors,Left wheel,Beige,2,218700
LEXUS,Hatchback,1,Hybrid,1.8,22,4,Automatic,Front,4-doors,Left wheel,Black,0,482679
TOYOTA,Sedan,1,Hybrid,2.5,11,4,Automatic,Front,4-doors,Left wheel,White,12,444528
HYUNDAI,Sedan,1,Petrol,1.6,21,4,Automatic,Front,4-doors,Left wheel,Silver,4,913194
VOLKSWAGEN,Sedan,1,Petrol,1.8,17,4,Tiptronic,Front,4-doors,Right-hand drive,Black,12,1701000
HYUNDAI,Sedan,1,Petrol,1.6,12,4,Automatic,Front,4-doors,Left wheel,White,4,2311092
DODGE,Sedan,1,Petrol,2.4,6,4,Automatic,Front,4-doors,Left wheel,White,4,1473309
TOYOTA,Sedan,1,Hybrid,1.5,9,4,Automatic,Front,4-doors,Left wheel,White,6,889056
OPEL,Hatchback,2,Petrol,1.8,19,4,Manual,Front,4-doors,Left wheel,Green,2,381024
MERCEDES-BENZ,Jeep,1,Diesel,3.5,13,6,Automatic,4x4,4-doors,Left wheel,White,12,7614
TOYOTA,Hatchback,1,Petrol,1.5,16,4,Automatic,Front,4-doors,Left wheel,Blue,4,1021167
HONDA,Jeep,1,CNG,2,27,4,Manual,4x4,4-doors,Right-hand drive,Silver,8,736695
DODGE,Coupe,1,Petrol,3.6,22,6,Automatic,Rear,2-doors,Left wheel,Black,12,247698
HONDA,Minivan,2,Petrol,1.7,11,4,Automatic,Front,4-doors,Right-hand drive,Silver,4,558819
FORD,Microbus,2,Diesel,2.2,21,4,Manual,Rear,4-doors,Left wheel,White,2,2921265
